client_id;target
75063019;0
86227647;1
6506523;0
50615998;0
95213230;0
26030145;0
54372604;0
98882512;0
19287737;0
87629740;1
59073462;0
55514131;1
69886005;1
31835145;0
86754120;1
88300913;0
97886931;1
38209893;0
98165114;0
84801428;0
60225348;0
94668608;1
57112910;0
67271773;0
81759045;1
47304072;0
75082331;1
52496612;1
43021002;0
25256271;0
78085289;1
91616522;1
28753;0
82535943;1
10499284;0
69743356;0
30739309;0
88597570;0
12342280;1
28350897;0
67595521;1
47089167;0
31401636;0
82406113;0
92403086;0
15384947;0
23509423;1
94946230;1
5741996;0
55803006;1
96750247;0
15894791;0
88735938;0
32820894;0
38689095;0
77391649;0
8976003;1
84830384;0
23513295;0
29353035;1
78695523;0
46740820;0
56694753;0
71406146;0
31876837;0
78858518;0
3258145;0
58023930;0
87503598;0
65356478;0
75360806;0
70599086;1
14720054;0
9718695;0
30509442;0
70469083;1
44075338;0
86731830;0
24316154;0
56786565;1
26396826;0
94197582;0
23316462;0
760558;0
29041434;1
47336085;0
59465550;0
23436847;0
40532686;0
44466557;1
11639778;0
33115683;0
49815462;0
48962034;0
58457953;1
71797886;0
67298834;1
69366778;1
18962492;1
95150782;1
55004652;1
41220999;1
61466009;1
80723184;0
16810200;0
3385982;0
34039951;1
53167255;1
12981808;1
32960729;0
14593180;0
98373084;1
64294802;1
69142971;1
6051980;1
18053122;0
29895956;0
96131268;1
55547169;0
81307680;1
25899565;0
98215373;1
64756863;1
73605230;0
84816141;1
98751596;0
97376938;1
44666684;1
28893182;0
41089888;1
72343780;0
54871418;1
5413522;0
26211677;0
37392838;0
25092334;0
53754591;0
8039989;0
83720437;0
23942860;0
36154830;1
67989047;0
57886259;0
13632967;1
33394172;0
1238197;1
81181832;1
68346269;0
80572800;0
79555354;0
47620156;1
87519015;0
81673597;0
43941597;0
75010969;0
38332437;0
12284205;0
85169712;0
26529456;0
83831763;0
29175248;0
13868306;1
81704039;0
18753299;1
48642979;1
81399705;0
11373512;1
2591328;1
84592673;0
58725654;1
31267301;0
5119545;0
16542862;0
59567939;0
60425984;0
49895677;0
49876918;0
45482726;0
56308717;0
86387909;1
85861930;0
16359236;1
82955373;0
22895111;0
94996148;0
72899509;1
11446286;0
23409492;1
52910636;1
56887029;0
6186589;0
7923600;1
96225247;1
35255941;0
17389182;1
53937108;0
96947994;0
890531;0
31704839;1
14850892;0
80247250;1
91227453;0
21546709;1
63815810;0
79843482;1
26870441;0
16604678;1
1843439;0
4243994;0
93741075;0
1914718;1
11089937;0
47830665;1
5687203;0
75832578;1
21227440;0
14360608;0
24942584;0
81863717;1
12258138;0
67766235;1
99613276;0
86749148;1
13775509;1
3707094;0
20762675;0
25486274;1
79434229;0
63557480;0
59018861;0
48971428;1
43934664;1
97634522;1
55013765;0
93618063;0
54340304;1
48033616;0
98115186;1
58868771;0
95321345;1
69683810;0
13900192;0
35858905;0
52264373;0
88330641;1
93921287;1
21574386;0
97204638;0
9978856;0
98165656;0
23687631;0
42445327;0
71509838;0
80567667;0
10344936;1
32478197;0
72760153;1
90605584;1
65638914;0
27883649;1
5712129;0
17502871;0
23690961;0
45646491;0
9178598;1
87231936;0
40759116;0
4611165;1
98606572;0
37633014;1
25227354;0
73839090;0
62631394;0
17350935;0
80952413;0
7942300;0
20480882;1
47812425;1
88308284;1
7443671;0
32646822;0
47748238;0
40508730;0
62818334;0
55575472;0
68939124;1
89235739;1
25017022;0
67849656;0
27160518;0
65311903;0
54669253;0
529504;0
36607877;0
54712278;0
88877409;0
82363585;0
16342382;1
62903374;1
35820856;0
48355809;1
94632271;1
98247285;0
87003793;0
60029265;1
35448726;1
85331558;1
37371201;0
70283901;1
555494;1
56086567;1
29097966;1
20580998;0
59120963;0
17662250;0
6419331;1
46413661;1
46024442;1
7841704;0
42700468;0
52616100;1
8125810;1
50030112;1
90994943;0
73828713;0
4725454;0
3630439;1
24603855;1
65874033;0
85591112;0
37681861;1
6250312;0
65765985;0
53290104;1
52228846;0
83627582;0
76598280;0
93876250;0
36031260;1
51375674;1
43946706;0
2452546;0
15282992;0
87620653;1
76275465;0
49631342;0
40509142;0
69049109;0
14128185;0
86069414;1
14990644;0
19259366;1
20545587;1
84340954;0
89061590;0
85593106;0
19702350;0
70326821;0
9347211;1
41408368;0
4309673;1
62408292;1
77827914;0
45437793;0
87187640;0
49495176;1
11529524;0
79610861;0
45348722;0
10230827;0
50872782;0
8576527;1
91712844;0
75470815;1
4894221;0
96761685;1
45730577;0
94619955;1
88975739;1
37165208;1
30258254;0
84906776;1
16080835;0
53456419;1
571978;1
12509777;1
23060623;1
23701543;0
94588128;1
58414796;0
22370499;1
9072964;1
86985779;0
7259712;0
96715995;1
84682613;0
72749791;1
5501842;0
87317286;0
24879326;0
41627313;0
46562431;0
97170864;0
81135337;1
33492988;1
82997781;1
19860515;1
77106402;0
98379265;0
85815529;0
85967320;0
53889704;1
59461135;0
70096504;0
11585045;0
55115986;1
53418806;0
66349382;0
38598826;0
85635610;1
5591410;1
63387944;0
48527973;1
58680758;1
79875919;0
71408643;1
70530157;0
52056979;0
96089073;0
68901242;1
84564690;0
26258118;0
50952165;0
24901582;1
63852015;0
36865104;0
12289409;0
9193138;0
29403638;1
24806693;1
24864601;1
69465540;0
35768528;0
60296544;0
38583291;0
71017308;1
56969603;1
40890358;0
37554689;0
63255282;1
52912963;0
54436720;0
3484746;0
54933571;1
82744791;0
24630028;1
506931;1
97000670;1
24775071;0
5030933;1
521757;0
77326951;0
34995998;0
41951078;1
79038293;1
92052392;1
61981162;0
65826992;0
57193714;0
83249956;0
53602776;1
92625133;0
28280037;1
89080700;0
87937371;1
6139126;1
96814440;0
56338669;1
11535483;1
41144715;0
69132063;0
33387370;1
61078488;0
98518962;0
95115678;1
87252636;1
7515266;0
7036054;1
17797588;0
64836990;0
60073858;1
35941928;1
75983006;1
18694042;0
49584873;1
55738677;1
12058501;1
36277671;0
49083272;1
1745827;1
7231587;0
28396233;0
21717441;0
34077523;0
41434409;0
51611278;0
52802973;0
26044859;1
92270122;0
52118920;1
89576281;1
14409598;1
65908463;0
14980520;1
20636171;0
70350764;0
81807105;0
2366066;0
15150934;1
45114388;0
71349808;0
75733224;0
1848866;0
3576146;1
7810466;1
82027598;0
58659032;0
14396005;1
5987772;0
27062076;0
73907136;0
81359030;1
34365661;0
31466611;0
82817122;1
19330058;1
99266697;1
43750327;1
75521890;1
19651575;0
80412249;0
35087876;1
92541025;0
67708465;1
37274803;0
19425991;0
6761809;1
40979729;1
56661848;1
75844510;0
47742763;0
8150077;0
61339818;0
30755081;0
88498735;0
32508028;1
44018988;0
21232816;0
97662652;0
24133283;1
39189321;0
68833534;1
81186549;0
44908094;0
19534721;0
50350048;0
56606368;0
32366852;0
90332495;0
82729307;1
31931874;0
57891135;1
99581668;0
72522161;0
85187502;0
91850106;1
82763573;0
34504470;1
17674010;0
17396832;0
68553737;1
99267661;1
67193294;0
374768;1
6318474;0
72125209;1
60953316;0
34609265;1
7343989;1
73778310;1
75504397;1
53411904;0
42911253;0
90553172;1
91309816;0
76415680;1
29576425;1
40935946;0
13572234;0
16144253;0
62863030;0
3592058;0
61208146;0
24496856;1
46385782;1
15569246;0
31367396;0
28369355;0
66085151;1
22217466;1
98861163;0
90900035;1
40823032;0
57223330;1
8318445;1
63109769;1
59709592;0
13720727;1
29739892;0
15939752;0
27116193;1
69781882;1
97754568;0
41201999;0
67881606;0
86305054;1
50664842;1
4033578;0
37733305;1
58088415;0
1936060;0
99770777;1
1217764;1
54584863;1
18418576;1
30715299;0
35890375;0
10909988;1
68428305;0
37150939;1
6740969;1
59661557;1
87729038;0
38384643;0
57847078;0
82609845;0
16594215;1
168767;1
57716662;0
61942604;1
39559389;0
71516645;1
94437220;0
53876581;0
91354706;0
96956522;0
97413399;0
85056040;0
32404954;1
98860154;1
66291595;0
68526161;1
52617099;0
74854618;1
23468341;0
36642100;0
72010505;1
28375379;1
88154104;0
19404141;0
30800315;1
99483281;1
7417224;0
64094297;0
30059991;1
64855819;1
14466652;0
63842332;1
2635248;0
64663396;1
99383287;0
53900195;1
53495460;1
53923485;0
79278466;1
43657092;0
22506854;0
18812819;0
96249591;1
46728112;1
10814222;1
45339969;1
57546321;1
44349687;1
34950701;1
43253444;1
73041938;0
20590772;0
30088909;1
18358597;1
2163249;1
40508757;0
2381924;0
45402722;1
59622365;1
94358239;0
59569869;0
37690416;1
25382978;0
35914600;1
9906759;0
78791390;1
48015680;0
78729471;0
61457824;0
88850073;1
13246133;1
90265357;0
81009032;0
53695543;0
15031489;1
69491655;1
92148250;0
61077537;1
15444986;1
69073376;0
90357754;0
72226124;1
55732914;0
71730765;0
49578249;0
76348095;1
90191121;1
90541594;0
71045231;0
61800954;1
11841860;1
52097627;0
11882317;0
60991319;0
58850590;1
5462230;0
33554688;1
44164394;0
24338730;0
75580356;0
23940292;1
49365990;1
6229170;1
52628322;1
4077097;0
73173719;0
29621741;0
27388228;0
51028881;1
91853399;1
62161840;1
8269375;1
79180109;1
59627043;1
87902560;1
12254881;0
45338523;0
93176546;1
9598077;0
76380054;0
61016907;0
45934953;0
74129296;1
78910271;1
16144518;0
44429375;1
44953616;0
71493601;0
87645685;0
62500435;1
22544752;0
56547663;0
61455368;0
97047880;0
98704281;0
20084189;1
87732921;0
27391443;0
36895172;0
57326587;1
98795310;1
543628;0
42468580;0
74526250;1
79161157;1
78715837;1
74993422;1
78476887;0
87655247;0
56621830;0
49603445;0
43732528;0
59268754;1
43756578;0
8440186;1
90791793;0
68753997;1
94680386;0
97330461;0
70892783;0
9745763;0
25935635;1
59483083;0
82547399;0
80524003;1
35361066;1
69057138;0
91974511;1
36951274;0
24560423;1
50389406;1
57995454;0
19030022;1
20525342;0
67162163;1
39762893;0
92418320;1
39222949;1
43058834;0
31240824;0
96955120;1
86015389;1
63862735;0
1020634;0
1291480;1
71829751;0
1177962;1
59585814;0
7579423;0
48153184;1
57249461;0
77438414;0
20200583;0
96203488;1
82777964;1
98408171;0
24440178;1
67071515;1
46095038;1
6079821;0
72920418;1
98455054;0
16233088;0
63584479;0
24419000;0
37714083;1
52665452;0
68416873;1
51070933;1
37623604;1
21335190;0
85494965;1
54217274;0
51502229;0
7675526;0
65568801;1
5961422;1
86650997;0
39026145;1
21567965;1
79717877;0
14630687;0
56755639;0
17441830;0
11724036;0
32245044;1
43821379;1
93626858;0
49222601;0
70148734;0
999976;0
42824084;0
73798990;1
73723907;0
63610244;0
29536165;1
50988636;1
64017478;0
37431906;1
39186764;0
11573006;1
26624856;1
94365096;1
61172279;1
85538763;1
82312406;0
74856664;0
21264678;0
96503820;1
45313401;0
45384246;1
40142061;0
37037318;0
61853422;1
54053900;1
47092943;0
3938989;0
99080708;1
17459382;0
66452033;0
57035618;0
67874003;1
42380127;0
43099100;1
1593734;0
46534625;1
99568707;1
96176950;0
55236314;0
63847776;0
16862454;1
60825967;1
26108972;0
70426342;1
98228698;1
79686363;0
56783348;1
77044325;1
22688666;0
37525073;1
53099781;1
44160245;1
76733132;0
65384696;1
84947745;0
83793452;0
65639862;0
7927145;1
16395910;0
28538040;1
62606554;0
41115094;0
99673663;0
50212809;0
17256393;0
67453486;0
818174;1
14837954;0
72097563;0
80946966;0
4906390;1
84430668;0
28654147;0
16351435;0
28954627;1
38557984;0
31822198;1
68090845;0
95621309;1
10094853;1
95136516;0
59020153;1
73263137;0
27455685;1
84795885;0
37949420;0
15626531;0
28064405;1
24119285;0
50795482;0
11080771;0
32351128;1
11691762;0
96016945;1
72923403;0
10565884;0
35333330;1
92491235;0
87111044;0
50647626;1
6314083;1
62870006;1
41276924;0
10774706;1
71160914;0
15407862;0
82757763;1
17979664;0
47662108;1
83400171;0
62337080;0
81234262;0
11931380;0
89740943;1
46982480;0
19786531;1
69642352;1
21473936;0
17260193;0
39931409;1
59319576;1
77148640;1
34362299;0
59438753;0
85029718;1
58017201;1
21096604;1
51189320;0
31007942;1
56019765;1
87850297;1
86688057;1
60685784;1
2802378;1
73617207;0
51954843;0
90330427;1
42021247;0
9085668;0
82839957;0
39467745;1
25075275;0
30141443;1
34529715;0
58877868;1
31360931;0
85952372;0
14818582;0
28739329;0
771111;0
77655748;1
2615105;0
2712467;1
97236127;0
48281795;0
52912415;0
7738852;0
9211054;1
68838345;0
27322560;0
81721230;1
59313494;0
45211171;1
19718389;0
99388499;0
69818496;0
26689827;1
55035599;0
31009144;0
70804727;1
513162;0
47403260;1
53779441;1
46656732;0
55837388;1
33226593;0
49188073;1
76655905;0
28184149;1
29967960;0
46010539;0
20995341;0
80235969;0
49486459;0
68234295;1
42473263;1
95175801;1
20559299;1
94962020;0
61102970;0
2992932;0
95872489;0
99418967;1
60133658;0
60301744;0
11109587;0
32930555;0
81698208;0
30111028;1
4385561;1
73374980;1
26930576;1
60588851;1
96913237;1
24553371;0
23207606;1
74259432;0
5684340;0
91374393;1
42212106;1
62688371;0
80223109;1
39617803;1
87502549;1
64759433;0
64694340;1
35050262;0
46705143;1
20711131;0
75405781;1
16240272;1
630248;0
27930607;1
37193871;1
26909439;1
58866054;1
52175576;1
58638926;1
51838392;0
78951974;1
28881211;1
88299026;1
31433889;0
94222898;0
88337333;1
56404702;1
28285774;0
85948378;1
95033943;0
28982398;0
23188180;1
66639275;0
20958532;0
44963302;1
69471053;1
15678379;0
81669205;1
68337372;1
52198993;1
61009479;0
85854450;0
25113404;1
27841890;1
38436784;1
96064320;0
3605631;1
56343077;1
32358446;1
43128661;0
86344405;0
39697437;1
23796437;0
99538589;1
65404471;0
450407;0
92740981;1
68123922;0
82876786;0
96477182;0
21650358;0
85194196;0
53755004;1
50853691;1
76644413;1
47908242;1
47757166;1
28902452;0
26535260;1
43592606;1
44982602;0
91212486;0
81807030;0
35307259;0
67478814;1
56353574;1
34026271;0
46004739;1
74693419;1
30428096;0
29735778;1
41271099;0
33182077;0
43045496;1
54821290;0
71812094;0
12528382;0
14123690;0
57451464;1
69693001;1
78551097;0
15230899;1
49666606;1
78275041;1
78421887;0
7611417;0
61495918;0
64398432;0
41504414;1
2705672;0
88698231;0
9256099;0
94476461;1
69930822;0
13054202;0
76960318;1
6297061;1
12995896;1
56496020;0
32581473;1
20381429;1
48045861;0
16671263;0
59508159;1
65472977;0
93014616;0
38709240;0
64152962;1
86044364;0
2851080;0
33014890;1
36733811;0
5000075;1
92949824;0
1377061;0
5306200;1
96834905;0
32750544;0
79965972;1
4755538;0
61844784;0
80591981;1
97068969;1
28870141;0
62145393;1
5647120;0
97939304;0
14892960;1
25113046;1
33175070;0
20160829;0
18123320;0
4303845;0
26937271;1
2611317;0
48544484;1
69323066;0
11661664;0
38698737;0
29918219;0
31625291;1
27957212;0
15197816;1
21055430;1
8671950;1
64391067;1
12390619;1
97720531;0
43819034;0
99606031;0
95990549;1
31719348;0
84714077;1
74878201;1
94140855;0
60955945;1
7334738;1
27475547;0
68874729;1
90859530;0
22319696;0
29607953;0
25590548;1
64121750;1
85678569;0
93741697;0
21493304;0
72646455;0
57831174;0
96470094;1
87301914;1
70302931;0
74331777;1
75345598;0
60469603;0
11935430;0
66473821;0
25377986;0
28074722;1
37245184;0
99991245;1
53589977;1
35237670;0
11123573;0
93805180;0
63923246;1
47750610;0
76012945;0
86094030;0
13182172;0
42774007;1
61244703;0
2173974;1
84117437;0
84380814;0
42839220;0
73241034;0
6766644;0
86845985;0
27592910;0
631701;1
53979285;1
85699963;1
3803237;0
36734580;1
15982939;1
41218578;1
86444262;1
40996596;0
75685549;1
23652302;0
58878219;0
76125828;1
19087930;1
11376556;0
14974851;0
57469500;0
96360944;1
38880162;0
73025235;0
20731831;1
6781439;1
21694821;1
79100940;0
90408943;1
91403118;0
88177630;1
74466136;1
70734869;0
19262133;0
60146904;0
70519205;0
85890860;0
4618247;0
56879277;0
56801281;0
66368134;1
70711430;0
1541259;1
99882949;0
26692453;0
24227698;1
31037037;0
72090768;0
3765322;0
31457538;1
984867;0
62912334;0
29666324;0
39258858;0
69284063;0
57224158;1
17904208;0
62253980;1
81286022;0
14231524;0
85940494;0
8093190;0
58713656;1
17543160;0
79651450;0
42855746;0
2873570;0
80021276;1
6411933;0
683284;1
52847004;0
55342159;0
91404684;1
98404097;1
19658089;0
40322944;0
86377946;0
63840263;0
54433534;1
65883320;0
94654972;0
95416220;1
76716437;0
66391854;1
20963156;1
33247582;1
22511212;1
73495038;0
91869702;0
45550463;0
99149408;0
94258484;0
70135813;0
66078283;0
59067224;0
84674282;1
74760028;0
91643970;1
48765335;0
32469456;0
34518413;0
26614582;1
8114521;1
79363745;0
87695373;1
69560142;1
91174737;1
72854087;0
35115054;0
46272734;0
60317359;0
32894421;1
7039985;1
13419115;0
46245791;0
76510478;0
66990882;0
96991635;0
7054459;1
82650535;0
353313;0
88699095;0
29412988;0
90501931;0
62010406;1
69702084;0
77366344;1
28550386;0
41880269;1
25941092;1
13083218;0
77134120;0
55316382;0
76132762;0
52541686;0
17518271;0
23529792;1
39477875;0
21606094;1
99506272;0
99985917;0
4466684;1
29983674;1
72834202;1
40544411;0
16191966;0
98434538;0
172390;0
27046864;1
63710536;0
27222211;1
50817066;0
60743656;0
8413983;0
32161745;1
91977655;0
29854751;0
67807920;0
7935433;1
71547641;1
97162773;1
79751608;1
91712486;1
11946025;0
60711627;1
64504493;0
54445476;0
86538345;0
68978319;0
4415650;1
63300474;1
98382788;1
8109575;0
81058555;0
70389410;0
603086;1
83762897;1
6180127;0
25636639;0
80892355;0
97168481;1
65817315;0
56661668;1
62471330;0
43875957;0
815836;1
32112130;0
18213223;0
37291325;0
77255210;1
16563089;1
68904789;0
47756382;0
8424966;1
1013842;1
50116864;1
58075552;1
66483256;1
96015043;0
95390382;0
75829708;1
43147536;0
17899884;1
20861887;1
9819899;1
48857176;0
43633440;1
28657498;1
80583738;1
58082547;0
544719;0
86467196;1
77171868;0
79637922;0
40133271;0
3015012;1
73033241;0
12660882;0
37556658;1
95483363;1
87451106;1
86850650;1
97090468;1
83685209;1
82632277;1
63934272;1
30017172;1
11077329;0
52161579;1
28336912;1
68910084;0
47756783;1
25925222;0
44362723;0
80092328;1
49572519;1
61123305;0
42912369;0
71966532;0
35822286;0
34954694;0
86573039;0
37964005;0
13025490;1
43325162;1
45438179;0
93501484;0
90759096;0
40035863;1
86689546;0
97631974;0
29940715;1
39080514;0
12542015;0
9305117;0
8443180;1
17995188;1
58379242;1
78076605;1
1748625;0
99452850;0
12611230;1
23345904;1
600423;0
90610152;1
41391145;1
6566340;1
53602656;0
36325942;0
91712452;0
49917050;0
78772251;0
40198964;0
23702730;0
38056372;0
80958348;0
88709355;0
46521865;0
33536824;1
98301999;1
60042933;0
15515571;0
29095564;1
15341897;0
11627763;0
19350485;1
50157498;0
1018926;1
61009373;0
23910067;0
34005631;0
12374003;0
78212002;0
84734887;1
63151507;1
91060698;0
17281851;1
42845330;1
33697437;1
58227469;0
78130384;0
6912161;0
71180934;1
61764389;1
52043244;1
81327466;1
24805329;1
48098545;0
44338675;0
76858275;0
89116468;0
24935096;0
84194040;1
59839451;0
70360096;1
95204601;1
91437038;1
75846272;0
89267268;1
63254157;1
47734912;0
66862432;0
42362670;0
71188696;0
92674191;1
51415185;0
56179132;1
57266601;0
74082471;1
47550723;1
8885733;0
25453268;1
47960112;1
18293426;0
15584488;0
14937933;0
72299597;0
75886803;1
45567492;0
38761946;0
81294046;1
88789166;1
89442444;1
39548937;0
71513657;1
37350713;0
53059491;1
61613971;0
95754410;1
46062086;0
8556253;1
33050170;0
93964544;1
52012871;0
94803765;0
61799579;0
39777595;1
70277633;1
57784143;0
66679335;1
83199735;0
50034854;0
53742244;0
30921497;0
51822302;0
82819627;1
47464006;0
50891156;1
91230552;1
25457344;1
2861450;0
17171316;0
21215477;1
13695605;0
28900337;1
46134994;1
54250959;0
46054402;0
20266038;0
99305752;1
99195512;0
80345852;0
40955904;0
21709256;1
97477397;1
37104923;1
70326020;0
68668328;0
58979178;0
14166485;1
55988942;1
3404369;0
83715039;0
65825574;0
59233664;1
9149677;0
104032;1
79527571;1
52267133;1
74402957;0
31072699;1
29601353;0
57745281;1
80174742;1
28035686;0
67888328;1
88199460;1
23587379;0
40944775;1
39977171;0
17171343;0
21978009;0
21512738;0
9511061;0
95731809;1
11349383;0
45006373;0
92940149;0
54892632;1
66146116;0
5904549;1
26134385;0
91809786;0
13267878;0
95861431;0
16004843;1
13893103;1
33403953;0
69324145;1
67928733;0
42845878;1
45415313;1
71840653;0
25365246;0
43962104;0
14029441;1
47746953;1
15971667;0
11316922;0
76375245;0
84940280;1
55674097;0
27213328;1
97968421;1
53832869;1
1567291;1
79534606;1
83014080;0
37356584;1
84213038;0
49644781;1
92056129;1
1340586;0
95281518;1
35785472;1
82252018;0
49648180;0
52275965;0
46837651;1
88335984;1
23194817;0
85781818;1
82133712;1
48931494;0
4911203;1
72106418;0
75330352;1
3729674;0
38155492;1
97578903;0
20047434;1
85821996;0
95038861;1
68511053;0
51303724;1
38996744;0
12041525;0
48843075;0
55995250;0
53781809;1
18568009;0
90417572;0
79853021;1
24112213;0
23160845;0
15854896;1
76084504;1
225025;0
94367969;0
80573470;1
94209253;0
88750461;0
35970002;0
78889198;0
90949661;1
53543155;0
76362870;0
73931370;0
86893722;0
7738080;0
54651306;0
71755027;1
92134780;1
78774857;0
23234918;0
14786519;1
45969483;0
91421127;1
79792871;0
17033704;0
21250617;1
38077192;1
31279058;0
44455642;0
97967511;1
5812748;0
47169483;0
49774928;0
93713843;1
66311481;0
90958842;1
44570920;1
48270893;0
96274348;1
26838412;0
48140681;0
33085214;1
73599818;0
59789740;1
88862322;0
54424754;1
52749529;0
573558;1
82020705;0
19110007;0
98273636;0
9962760;0
25446500;0
61701375;0
58481484;0
529117;0
83839911;0
16634239;1
15206009;0
20358875;1
82454158;1
38129216;1
87866237;0
44445893;0
26511631;0
68813350;0
29268985;1
3363940;0
41543568;0
78210149;1
70444371;1
55083943;1
13705197;0
13126579;0
57042441;0
72131112;1
79386658;0
91223020;1
11677380;0
28168112;1
33492424;1
52436023;1
92507159;1
98602458;1
92867029;0
20297899;1
73430259;1
36671915;0
5979147;1
62142740;0
49913634;1
99069308;0
19375709;1
12773836;0
5153687;0
49238589;1
8685331;0
57866323;1
68183337;1
91723884;1
22626948;0
34206554;1
25132163;1
65220466;0
47240029;1
86957027;0
96575251;1
4879397;1
90116988;1
23803141;1
62337216;1
19511282;1
59986494;1
59875440;0
91647598;0
34983892;0
5546147;0
68516664;0
14476637;0
80559852;1
86075363;1
99217405;1
70475688;0
70630732;0
16542264;1
89488789;0
91476454;0
3620801;0
57850427;0
18480529;1
94754447;1
16563768;1
84349819;0
8673276;0
58355955;1
26240933;0
18670012;0
30729438;0
77916307;1
91035980;1
10720023;1
15386233;1
31522441;0
76034809;1
72149080;0
83851361;1
46431440;0
57045393;1
55906283;0
483137;1
41574395;0
29298771;0
14101528;1
35058414;0
54086500;0
23446972;1
70473209;1
19479786;0
39529801;1
98143403;0
92858142;1
25676816;0
3528539;0
17703907;0
51494513;0
65460931;0
45757089;1
21077584;0
14361176;0
60701974;0
79803584;1
58593900;0
73410167;1
21248516;1
76606773;0
27173892;1
73688170;0
48253563;1
82760821;1
86206724;0
66116219;0
81479825;1
56406465;0
76097971;1
59295357;1
89562088;0
87608659;1
91188012;0
15652973;1
48079409;0
60034294;0
7351769;0
14382698;0
24603771;1
56957993;1
95907556;0
20142136;0
6429626;0
18523734;0
68356021;0
94181516;1
25252032;0
91977740;0
69988527;1
60939191;1
94873813;0
76012702;1
39202472;0
50974750;0
13431883;1
75581098;1
47406846;1
89788126;1
11234608;0
18360110;1
93149548;1
63929380;0
7346340;0
1336622;1
61739552;1
53886935;1
12511084;0
77992281;0
99612816;0
